0.0,1.0
31.0,0.9832972471388802
62.0,0.9638993710691823
93.0,0.9321022785854212
124.0,0.873351302785265
155.0,0.8313116227004256
186.0,0.7757948536667991
217.0,0.7148875436348371
248.0,0.6658397772966285
279.0,0.6087057575891475
310.0,0.5624830011930536
341.0,0.5197969157350536
372.0,0.4763341257567053
403.0,0.43520017674870737
434.0,0.4002764703283105
465.0,0.36224764261411313
496.0,0.3319816181344172
527.0,0.30637369979232
558.0,0.2861993195174759
589.0,0.2582621360081302
620.0,0.2582710441429894
651.0,0.25439855066059813
682.0,0.24819764040475423
713.0,0.22647027528611163
744.0,0.20940144050196607
775.0,0.2063052273430247
806.0,0.20010389289028285
837.0,0.1830350581061373
868.0,0.1713997613892445
899.0,0.1667509875834029
930.0,0.13648496310370684
961.0,0.13571801511201398
992.0,0.1341739384030749
1023.0,0.1334065662144841
1054.0,0.13263961822279124
1085.0,0.11168895762449693
1116.0,0.10471134284830486
1147.0,0.10083884936591336
1178.0,0.09774306040387026
1209.0,0.09309428659802865
1240.0,0.08922179311563716
1271.0,0.08767814060359602
1302.0,0.08691076841500545
1333.0,0.08536711590296431
1364.0,0.08382388758782122
1395.0,0.08305651539923042
1426.0,0.07996030224028905
1457.0,0.0737589677875472
1488.0,0.05436086783615335
1519.0,0.05437020016791072
1550.0,0.054379108302769597
1581.0,0.05438801643762914
1612.0,0.05439692457248846
1643.0,0.05440583270734756
1674.0,0.05519102116565677
1705.0,0.05442407317396403
1736.0,0.05288042066192289
1767.0,0.05133676814988197
1798.0,0.04901683531439094
1829.0,0.04747318280234958
